address	chain_name	city	store_name	chain_code	store_code
איזור תעשיה נ.ע.מ	רמי לוי	נתיבות	נתיבות	7290058140886	31
איזור תעשיה נ.ע.מ	רמי לוי	נתיבות 	נתיבות	7290058140886	31
איזור תעשיה עטרות	רמי לוי	ירושלים	עטרות	7290058140886	48
איזור תעשיה עטרות	רמי לוי	ירושלים 	עטרות	7290058140886	48
איזור תעשיה צפוני	רמי לוי	קרית שמונה	קרית שמונה	7290058140886	38
איזור תעשיה צפוני	רמי לוי	קרית שמונה 	קרית שמונה	7290058140886	38
איזור תעשיה תלפיות	yellow	ירושלים	תלפיות -מועז אבו ערפ	7290644700005	515
איזור תעשיה תלפיות	yellow	ירושלים 	תלפיות -מועז אבו ערפ	7290644700005	515
איינשטיין 10	טיב טעם סיטי	תל אביב	דלי איינשטיין	7290873255550	84
איינשטיין 139	סופר פארם	חיפה	איינשטיין חיפה	7290172900007	263
איינשטיין 139	סופר פארם	חיפה 	איינשטיין חיפה	7290172900007	263
איינשטיין 139	סטופמרקט סיטי	חיפה	איינשטיין	7290639000004	7
איינשטיין 139	סטופמרקט סיטי	חיפה 	איינשטיין	7290639000004	7
איינשטיין 20	שופרסל שלי	קרית אתא	קרית אתא- איינשטין	7290027600007	308
איינשטיין 20	שופרסל שלי	קרית אתא 	קרית אתא- איינשטין	7290027600007	308
איינשטיין 40 קניון אביב תל-אביב	סופר פארם	תל אביב	רמת אביב	7290172900007	8
איינשטיין 64	מחסני להב	תל אביב	רמת אביב	7290876100000	32
איינשטין 9	סופר יודה	תל אביב	איינשטין	7290000000002	18
איינשטין 9	סופר יודה	תל אביב	איינשטין	7290000000002	209
אילת 36 חולון	Carrefour city (קרפור סיטי)	חולון	נאות רחל	7290055700007	329
אילת 36 חולון	Carrefour city (קרפור סיטי)	חולון 	נאות רחל	7290055700007	329
איצטדיון 5	קשת טעמים	חיפה	קרית חיים חדש	7290785400000	16
איצטדיון 5	קשת טעמים	חיפה 	קרית חיים חדש	7290785400000	16
אירוסים 53 נס-ציונה	סופר פארם	נס ציונה	נס ציונה	7290172900007	16
אירוסים 53 נס-ציונה	סופר פארם	נס ציונה 	נס ציונה	7290172900007	16
איתם 1, מישור אדומים	רמי לוי	מעלה אדומים	מישור אדומים	7290058140886	6
איתם 1, מישור אדומים	רמי לוי	מעלה אדומים 	מישור אדומים	7290058140886	6
אל-פאחיורה פינת רחוב 1006	yellow	נצרת	ביר אל אמיר	7290644700005	373
אל-פאחיורה פינת רחוב 1006	yellow	נצרת 	ביר אל אמיר	7290644700005	373
אל-קודס פינת ביר-באקה	סופר פארם	באקה אל-גרביה	באקה אל-גארבייה	7290172900007	218
אל-קודס פינת ביר-באקה	סופר פארם	באקה אל-גרביה 	באקה אל-גארבייה	7290172900007	218
אלונים 2 בכניסה לטבעון	yellow	קרית טבעון	מתחם טבעון	7290644700005	326
אלונים 2 בכניסה לטבעון	yellow	קרית טבעון 	מתחם טבעון	7290644700005	326
אלחדיף	yellow	טבריה	מתחם טבריה עיר 	7290644700005	322
אלחדיף	yellow	טבריה 	מתחם טבריה עיר 	7290644700005	322
אלטלף 1	טיב טעם	יהוד-מונוסון	יהוד	7290873255550	21
אלטלף 1	טיב טעם	יהוד-מונוסון 	יהוד	7290873255550	21
אלטלף 4	שופרסל דיל	יהוד-מונוסון	יהוד- אלטלף	7290027600007	205
אלטלף 4	שופרסל דיל	יהוד-מונוסון 	יהוד- אלטלף	7290027600007	205
אלטלף 4	סופר פארם	יהוד-מונוסון	ביג יהוד	7290172900007	295
אלטלף 4	סופר פארם	יהוד-מונוסון 	ביג יהוד	7290172900007	295
אלי הורוביץ 21	ביתן מרקט	כפר סבא	כפר סבא	7290725900003	10
אלי הורוביץ 21	ביתן מרקט	כפר סבא 	כפר סבא	7290725900003	10
אלי הורוביץ 26	שוק העיר	כפר סבא	כפר סבא מזרח	7290058148776	11
אלי הורוביץ 26	שוק העיר	כפר סבא 	כפר סבא מזרח	7290058148776	11
אלי כהן  43	רמי לוי בשכונה	אשקלון	סופר אשקלון א.כהן 43	7291056200008	316
אלי כהן  43	רמי לוי בשכונה	אשקלון 	סופר אשקלון א.כהן 43	7291056200008	316
אלי כהן 19 (ליד המכללה)	שוק העיר	אשקלון	אשקלון מכללה	7290058148776	6
אלי כהן 19 (ליד המכללה)	שוק העיר	אשקלון 	אשקלון מכללה	7290058148776	6
אלי תבין 9	Carrefour city (קרפור סיטי)	תל אביב	משתלה תל אביב	7290055700007	86
אליהו אילוז 2	סופר פארם	נתיבות	נתיבות מערב	7290172900007	304
אליהו אילוז 2	סופר פארם	נתיבות 	נתיבות מערב	7290172900007	304
אליהו ברלין 13	BE	תל אביב	אזורי חן	7290027600007	685
אליהו גולומב 56	טיפ טוב	הרצליה	גולומב	7290876100000	9
אליהו גולומב 56	טיפ טוב	הרצליה 	גולומב	7290876100000	9
אליהו חכים 1כרמל צרפתי	yellow	חיפה	סטלה-מאריס -אחמד כיו	7290644700005	354
אליהו חכים 1כרמל צרפתי	yellow	חיפה 	סטלה-מאריס -אחמד כיו	7290644700005	354
אליהו מרידור 2	זול ובגדול	ירושלים	מרידור	7290000000001	14
אליהו מרידור 2	זול ובגדול	ירושלים 	מרידור	7290000000001	14
אליהו סעדון 120	סופר פארם	אור יהודה	קניון עזריאלי אור-יהודה	7290172900007	276
אליהו סעדון 120	סופר פארם	אור יהודה 	קניון עזריאלי אור-יהודה	7290172900007	276
אליהו סעדון 120	רמי לוי בשכונה	אור יהודה	אור יהודה ק.עזריאלי	7291056200008	319
אליהו סעדון 120	רמי לוי בשכונה	אור יהודה 	אור יהודה ק.עזריאלי	7291056200008	319
אליהו סעדון 128	יש בשכונה	אור יהודה	אור יהודה-אליהו סעדו	7290027600007	207
אליהו סעדון 128	יש בשכונה	אור יהודה 	אור יהודה-אליהו סעדו	7290027600007	207
אליהו קורן 25	סופר ספיר	ירושלים	הר חומה	7290058156016	29
אליהו קורן 25	סופר ספיר	ירושלים 	הר חומה	7290058156016	29
אליעזר פרידמן 9	שופרסל דיל	פתח תקווה	פ"ת- אליעזר פרדימן	7290027600007	105
אליעזר פרידמן 9	שופרסל דיל	פתח תקווה 	פ"ת- אליעזר פרדימן	7290027600007	105
אליעזר פרידמן 9 קניון פ"ת צומת סירקין	BE	פתח תקווה	סירקין	7290027600007	643
אליעזר פרידמן 9 קניון פ"ת צומת סירקין	BE	פתח תקווה 	סירקין	7290027600007	643
אליפלט 14	סופר ברקת	תל אביב	תל אביב אליפלט	7290875100001	6
אלכסנדר ינאי 3  חיפה	מגה בעיר	חיפה	כרמליה	7290055700007	2040
אלכסנדר ינאי 3  חיפה	מגה בעיר	חיפה 	כרמליה	7290055700007	2040
אלנבי 115	am:pm	תל אביב	אלנבי	7290492000005	505
אלנבי 115 תל-אביב	סופר פארם	תל אביב	אלנבי	7290172900007	114
אלנבי 117	סופר ספיר בשכונה	חיפה	שוק אלנבי	7290058156016	17
אלנבי 117	סופר ספיר בשכונה	חיפה 	שוק אלנבי	7290058156016	17
אלנבי 119	סופר קופיקס	תל אביב	אלנבי 119	7291056200008	308
אלנבי 29	סופר יודה	תל אביב	אלנבי	7290000000002	202
אלנבי 29	סופר יודה	תל אביב	אלנבי	7290000000002	25
אלנבי 56	am:pm	תל אביב	אלנבי 56	7290492000005	577
אלנבי 65	ויקטורי	תל אביב	סיטי אלנבי	7290696200003	80
אלנבי 69	am:pm	תל אביב	אלנבי 69	7290492000005	568
אלפג'ר 37	קינג סטור	רהט	מיני קינגסטור רהט	7290058108879	28
אלפג'ר 37	קינג סטור	רהט 	מיני קינגסטור רהט	7290058108879	28
אלרשיד	קינג סטור	קלנסווה	דוכאן קלנסווה	7290058108879	336
אלרשיד	קינג סטור	קלנסווה 	דוכאן קלנסווה	7290058108879	336
אמנון ותמר 6	מחסני השוק בשבילך	נתניה	פולג נתניה	7290633800006	264
אמנון ותמר 6	מחסני השוק בשבילך	נתניה 	פולג נתניה	7290633800006	264
אמצע כביש נהריה ראש הנקרה -מס 4	מיני סופר אלונית	גשר הזיו	גשר הזיו	7290492000005	648
אמצע כביש נהריה ראש הנקרה -מס 4	מיני סופר אלונית	גשר הזיו 	גשר הזיו	7290492000005	648
אנג'ל 78	ויקטורי	כפר סבא	כפר סבא הירוקה	7290696200003	79
אנג'ל 78	ויקטורי	כפר סבא 	כפר סבא הירוקה	7290696200003	79
אנטוורפן 56	am:pm	חיפה	דניה	7290492000005	580
אנטוורפן 56	am:pm	חיפה 	דניה	7290492000005	580
אסתר המלכה 19	Carrefour market (קרפור מרקט)	קרית גת	קרית גת	7290055700007	59
אסתר המלכה 19	Carrefour market (קרפור מרקט)	קרית גת 	קרית גת	7290055700007	59
אסתר המלכה 4	רמי לוי בשכונה	תל אביב	סופר ת"א אסתר המלכה	7291056200008	330
אפרים לרון 20	שופרסל אקספרס	באר שבע	באר שבע	7290027600007	169
אפרים לרון 20	שופרסל אקספרס	באר שבע 	באר שבע	7290027600007	169
אפשטיין 16	שופרסל אקספרס	רחובות	אפשטיין רחובות	7290027600007	395
אפשטיין 16	שופרסל אקספרס	רחובות 	אפשטיין רחובות	7290027600007	395
אצל 26	אושר עד	ראשון לציון	ראשון לציון	7290103152017	25
אצל 26	אושר עד	ראשון לציון 	ראשון לציון	7290103152017	25
ארבל 15	שופרסל אקספרס	כפר סבא	אקספרס ארבל כ"ס	7290027600007	25
ארבל 15	שופרסל אקספרס	כפר סבא 	אקספרס ארבל כ"ס	7290027600007	25
ארבע האגודות 1	שופרסל דיל	חדרה	חדרה- ארבע האגודות	7290027600007	297
ארבע האגודות 1	שופרסל דיל	חדרה 	חדרה- ארבע האגודות	7290027600007	297
ארבע עונות 14	Carrefour market (קרפור מרקט)	לוד	מרקט גני אביב לוד	7290055700007	2230
ארבע עונות 14	Carrefour market (קרפור מרקט)	לוד 	מרקט גני אביב לוד	7290055700007	2230
אריה תגר 45	יוחננוף	אשקלון	אשקלון ברנע	7290803800003	41
אריה תגר 45	יוחננוף	אשקלון 	אשקלון ברנע	7290803800003	41
אריות הגולן 55	סופר פארם	קדימה-צורן	צורן	7290172900007	300
אריות הגולן 55	סופר פארם	קדימה-צורן 	צורן	7290172900007	300
ארלוזורוב 52	am:pm	רמת גן	ארלוזורוב 52	7290492000005	576
ארלוזורוב 52	am:pm	רמת גן 	ארלוזורוב 52	7290492000005	576
ארלוזרוב 149	טיב טעם סיטי	תל אביב	סיטי ארלוזרוב	7290873255550	74
ארלוזרוב 53	שופרסל שלי	תל אביב	ת"א- ארלוזורוב	7290027600007	7
ארץ חפץ 106	זול ובגדול	ירושלים	ארץ חפץ	7290000000001	41
ארץ חפץ 106	זול ובגדול	ירושלים 	ארץ חפץ	7290000000001	41
אשר ברש 31	טיפ טוב	הרצליה	ברש	7290876100000	8
אשר ברש 31	טיפ טוב	הרצליה 	ברש	7290876100000	8
את עתיר ידע ליד כביש 55 כפר סבא מ	yellow	כפר סבא	כפר סבא מזרח	7290644700005	251
את עתיר ידע ליד כביש 55 כפר סבא מ	yellow	כפר סבא 	כפר סבא מזרח	7290644700005	251
בארות יצחק	יש חסד	בארות יצחק	בארות יצחק- פאוור	7290027600007	300
בארות יצחק	יש חסד	בארות יצחק 	בארות יצחק- פאוור	7290027600007	300
בארט 6	סופר יודה	תל אביב	בארט 6	7290000000002	211
בארט 6	סופר יודה	תל אביב	בארט 6	7290000000002	24
בבא סאלי 22	שפע ברכת השם	ביתר עילית	בבא סאלי	7290058134977	26
בבא סאלי 22	שפע ברכת השם	ביתר עילית 	בבא סאלי	7290058134977	26
בוגרשוב 19	סופר יודה	תל אביב	בוגרשוב	7290000000002	201
בוגרשוב 19	סופר יודה	תל אביב	בוגרשוב	7290000000002	23
בוגרשוב 49	am:pm	תל אביב	בוגרשוב	7290492000005	534
בולטימור 2	רמי לוי	עכו	עכו	7290058140886	28
בולטימור 2	רמי לוי	עכו 	עכו	7290058140886	28
בוני העיר 9	שופרסל אקספרס	תל אביב	כוכב הצפון	7290027600007	338
בוסתנאי 14	שופרסל אקספרס	רחובות	רחובות- בוסתנאי	7290027600007	311
בוסתנאי 14	שופרסל אקספרס	רחובות 	רחובות- בוסתנאי	7290027600007	311
בורוכוב 54	שופרסל שלי	גבעתיים	גבעתיים- מכתש	7290027600007	116
בורוכוב 54	שופרסל שלי	גבעתיים 	גבעתיים- מכתש	7290027600007	116
בורוכוב 54	סופר פארם	גבעתיים	בורוכוב גבעתיים	7290172900007	279
בורוכוב 54	סופר פארם	גבעתיים 	בורוכוב גבעתיים	7290172900007	279
בורלא 1 	שופרסל שלי	ירושלים	ירום- ניות	7290027600007	42
בורלא 1 	שופרסל שלי	ירושלים 	ירום- ניות	7290027600007	42
בזק 1 פינת ברקן	שופרסל שלי	ראש העין	ראש העין- ברקן	7290027600007	343
בזק 1 פינת ברקן	שופרסל שלי	ראש העין 	ראש העין- ברקן	7290027600007	343
בי"ח בלינסון	BE	פתח תקווה	בילנסון 	7290027600007	688
בי"ח בלינסון	BE	פתח תקווה 	בילנסון 	7290027600007	688
ביאליק 10 רמת-גן	סופר פארם	רמת גן	כופר הישוב	7290172900007	29
ביאליק 10 רמת-גן	סופר פארם	רמת גן 	כופר הישוב	7290172900007	29
ביאליק 47	גוד פארם	רמת גן	רמת גן ביאליק	7290058197699	124
ביאליק 47	גוד פארם	רמת גן 	רמת גן ביאליק	7290058197699	124
ביאליק 64	גוד פארם	רמת גן	רמת גן ביאליק חדש	7290058197699	148
ביאליק 76	סופר פארם	רמת גן	קניון ביאליק ר"ג	7290172900007	272
ביאליק 76	סופר פארם	רמת גן 	קניון ביאליק ר"ג	7290172900007	272
ביאליק 79	שוויצריה הקטנה	רמת גן	רמת גן	7291056200008	404
ביאליק 79	שוויצריה הקטנה	רמת גן 	רמת גן	7291056200008	404
ביאליק פינת החשמל שכונת שמשונים	yellow	אשקלון	שמשונים	7290644700005	197
ביאליק פינת החשמל שכונת שמשונים	yellow	אשקלון 	שמשונים	7290644700005	197
ביג פאשן אאוטלט ירכא	סופר פארם	ירכא	ירכא	7290172900007	267
ביג פאשן אאוטלט ירכא	סופר פארם	ירכא 	ירכא	7290172900007	267
ביג קסטינה, אזוה"ת באר-טוביה	סופר פארם	באר טוביה	ביג קסטינה	7290172900007	150
ביג קסטינה, אזוה"ת באר-טוביה	סופר פארם	באר טוביה 	ביג קסטינה	7290172900007	150
בילאל 45	סופר פארם	נצרת	דושי סנטר	7290172900007	292
בילאל 45	סופר פארם	נצרת 	דושי סנטר	7290172900007	292
בילו 2	סופר פארם	רחובות	קניון רחובות	7290172900007	45
בילו 2	סופר פארם	רחובות 	קניון רחובות	7290172900007	45
בילו 50	גוד פארם	רחובות	רחובות	7290058197699	401
בילו 50	גוד פארם	רחובות 	רחובות	7290058197699	401
בין מחלף נשרים למחלף שורק	מיני סופר אלונית	נען	נען מערב	7290492000005	941
בין מחלף נשרים למחלף שורק	מיני סופר אלונית	נען 	נען מערב	7290492000005	941
בין מפעל המלט נשר ללטרון	מיני סופר אלונית	פתחיה	פתחיה	7290492000005	944
בין מפעל המלט נשר ללטרון	מיני סופר אלונית	פתחיה 	פתחיה	7290492000005	944
בית אל	yellow	בית אל	פז בית אל	7290644700005	540
בית אל	yellow	בית אל 	פז בית אל	7290644700005	540
בית אמריקה פתח תקווה	סופר פארם	פתח תקווה	בית אמריקה	7290172900007	5
בית אמריקה פתח תקווה	סופר פארם	פתח תקווה 	בית אמריקה	7290172900007	5
בית אשל 1	מחסני השוק	באר שבע	ב"ש-בית אשל	7290661400001	1
בית אשל 1	מחסני השוק	באר שבע 	ב"ש-בית אשל	7290661400001	1
בית הדפוס 13	רמי לוי	ירושלים	גבעת שאול	7290058140886	13
בית הדפוס 13	רמי לוי	ירושלים 	גבעת שאול	7290058140886	13
בית הדפוס 29	אושר עד	ירושלים	גבעת שאול	7290103152017	3
בית הדפוס 29	אושר עד	ירושלים 	גבעת שאול	7290103152017	3
בית הקרנות	BE	חיפה	הדר חיפה	7290027600007	659
בית הקרנות	BE	חיפה 	הדר חיפה	7290027600007	659
בית וגן 10	שפע ברכת השם קרוב לבית	ירושלים	בית וגן	7290058134977	31
בית וגן 10	שפע ברכת השם קרוב לבית	ירושלים 	בית וגן	7290058134977	31
בית חולים אשדוד	BE	אשדוד	בית חולים אשדוד	7290027600007	664
בית חולים אשדוד	BE	אשדוד 	בית חולים אשדוד	7290027600007	664
בית חולים הדסה	שופרסל אקספרס	ירושלים	ירום- הדסה	7290027600007	377
בית חולים הדסה	שופרסל אקספרס	ירושלים 	ירום- הדסה	7290027600007	377
בית חולים סורוקה, שדרות יצחק רגר 151	גוד פארם	באר שבע	באר שבע סורוקה	7290058197699	908
בית חולים סורוקה, שדרות יצחק רגר 151	גוד פארם	באר שבע 	באר שבע סורוקה	7290058197699	908
בית חולים שערי צדק	BE	ירושלים	שערי צדק	7290027600007	662
בית חולים שערי צדק	BE	ירושלים 	שערי צדק	7290027600007	662
בית ישראל 17	מעיין 2000	ירושלים	בית ישראל	7290058159628	22
בית ישראל 17	מעיין 2000	ירושלים 	בית ישראל	7290058159628	22
בית קמה	yellow	בית קמה	פז השקמה	7290644700005	632
בית קמה	yellow	בית קמה 	פז השקמה	7290644700005	632
בית"ר פינת ינובסקי	מגה בעיר	ירושלים	אלנבי ירושלים	7290055700007	3420
בית"ר פינת ינובסקי	מגה בעיר	ירושלים 	אלנבי ירושלים	7290055700007	3420
בית-הבד 2, פינת רמתיים 27	סופר פארם	הוד השרון	בית-הבד	7290172900007	227
בית-הבד 2, פינת רמתיים 27	סופר פארם	הוד השרון 	בית-הבד	7290172900007	227
בכביש 781 כפר אעבלין	yellow	מצפה אבי"ב	מצפה אביב	7290644700005	410
בכביש 781 כפר אעבלין	yellow	מצפה אבי"ב 	מצפה אביב	7290644700005	410
בכיכר ליד טרמינל 2 מזרחית לשדה	מיני סופר אלונית	לוד	נתב"ג	7290492000005	906
בכיכר ליד טרמינל 2 מזרחית לשדה	מיני סופר אלונית	לוד 	נתב"ג	7290492000005	906
בכניסה הצפונית לבש מול הנשיאים	yellow	באר שבע	מבואות באר שבע	7290644700005	626
בכניסה הצפונית לבש מול הנשיאים	yellow	באר שבע 	מבואות באר שבע	7290644700005	626
בכניסה לגוש חלב כביש מעלות צפת	yellow	ג'ש (גוש חלב) 	גוש חלב - גרשון רותם	7290644700005	391
בכניסה לגוש חלב כביש מעלות צפת	yellow	ג'ש )גוש חלב(	גוש חלב - גרשון רותם	7290644700005	391
בכניסה לישוב כפר טירה מכיוון כפר סב	yellow	טירה	טירה	7290644700005	116
בכניסה לישוב כפר טירה מכיוון כפר סב	yellow	טירה 	טירה	7290644700005	116
בכניסה לישובכביש חוצה שומרון	yellow	עופרה	תחנת דלק עופרה בעמ	7290644700005	239
בכניסה לישובכביש חוצה שומרון	yellow	עופרה 	תחנת דלק עופרה בעמ	7290644700005	239
בכניסה לכפר כנא  ליד משרד הרישוי	yellow	כפר כנא	כפר כנא	7290644700005	423
בכניסה לכפר כנא  ליד משרד הרישוי	yellow	כפר כנא 	כפר כנא	7290644700005	423
בכניסה לכפר מכר-גדיידה	yellow	ג'דיידה-מכר	גדיידה	7290644700005	408
בכניסה לכפר מכר-גדיידה	yellow	ג'דיידה-מכר 	גדיידה	7290644700005	408
בכניסה למושב יוגב כביש יוקנעם-מגידו	yellow	היוגב	היוגב - קרן מזור אלמ	7290644700005	366
בכניסה למושב יוגב כביש יוקנעם-מגידו	yellow	היוגב 	היוגב - קרן מזור אלמ	7290644700005	366
בכניסה למושב עין ורד	yellow	עין ורד	עין ורד	7290644700005	246
בכניסה למושב עין ורד	yellow	עין ורד 	עין ורד	7290644700005	246
בכניסה למושב תדהר כביש 25	מיני סופר אלונית	תדהר	תדהר	7290492000005	930
בכניסה למושב תדהר כביש 25	מיני סופר אלונית	תדהר 	תדהר	7290492000005	930
בכניסה לעתלית מול מחנה המעפילים 	yellow	עתלית	מתחם פז מבוא עתלית ח	7290644700005	418
בכניסה לעתלית מול מחנה המעפילים 	yellow	עתלית 	מתחם פז מבוא עתלית ח	7290644700005	418
בכניסה לקיבוץ יפעת	yellow	יפעת	מתחם יפעת -מימון אזו	7290644700005	345
בכניסה לקיבוץ יפעת	yellow	יפעת 	מתחם יפעת -מימון אזו	7290644700005	345
בכניסה לקיבוץ תל יצחק כביש 553	מיני סופר אלונית	תל יצחק	תל יצחק	7290492000005	925
בכניסה לקיבוץ תל יצחק כביש 553	מיני סופר אלונית	תל יצחק 	תל יצחק	7290492000005	925
בכניסה לשפרעם ממערב	yellow	שפרעם	שפרעם עיר	7290644700005	321
בכניסה לשפרעם ממערב	yellow	שפרעם 	שפרעם עיר	7290644700005	321
בכניסה לתל שבע	yellow	תל שבע	תל-שבע	7290644700005	624
בכניסה לתל שבע	yellow	תל שבע 	תל-שבע	7290644700005	624
בלוך 2	גוד פארם	תל אביב	כיכר רבין	7290058197699	51
בלוך 23	BE	גבעתיים	בלוך גבעתיים	7290027600007	26
בלוך 23	BE	גבעתיים 	בלוך גבעתיים	7290027600007	26
בלפור 127	סופר ספיר בשכונה	בת ים	בת ים	7290058156016	70
בלפור 127	סופר ספיר בשכונה	בת ים 	בת ים	7290058156016	70
בלפור 25	שופרסל דיל	בת ים	בת ים- בלפור	7290027600007	199
בלפור 25	שופרסל דיל	בת ים 	בת ים- בלפור	7290027600007	199
בלפור 62	גוד פארם	בת ים	בת ים בלפור	7290058197699	145
בלפור 62	גוד פארם	בת ים 	בת ים בלפור	7290058197699	145
בן איש חי 39	שפע ברכת השם קרוב לבית	בית שמש	בן איש חי בית שמש	7290058134977	22
בן איש חי 39	שפע ברכת השם קרוב לבית	בית שמש 	בן איש חי בית שמש	7290058134977	22
בן אליעזר אריה 47א	ברכל	ירושלים	גילה	7290058160839	218
בן אליעזר אריה 47א	ברכל	ירושלים 	גילה	7290058160839	218
בן גוריון 1	ויקטורי	אשקלון	אשקלון מרכז	7290696200003	95
בן גוריון 1	ויקטורי	אשקלון 	אשקלון מרכז	7290696200003	95
בן גוריון 11	סופר ברקת	גבעת שמואל	ברקת סיטי גבעת שמואל	7290875100001	65
בן גוריון 11	סופר ברקת	גבעת שמואל 	ברקת סיטי גבעת שמואל	7290875100001	65
בן גוריון 119	am:pm	בת ים	בן גוריון	7290492000005	529
בן גוריון 119	am:pm	בת ים 	בן גוריון	7290492000005	529
בן גוריון 15	ויקטורי	באר שבע	באר שבע	7290696200003	68
בן גוריון 15	ויקטורי	באר שבע 	באר שבע	7290696200003	68
בן גוריון 18	מחסני השוק בסיטי	גבעת שמואל	גבעת שמואל	7290661400001	83
בן גוריון 18	מחסני השוק בסיטי	גבעת שמואל 	גבעת שמואל	7290661400001	83
בן גוריון 182	רמי לוי בשכונה	גבעתיים	גבעתיים	7291056200008	337
בן גוריון 182	רמי לוי בשכונה	גבעתיים 	גבעתיים	7291056200008	337
בן גוריון 19 	BE	הרצליה	הרצליה	7290027600007	677
בן גוריון 19 	BE	הרצליה 	הרצליה	7290027600007	677
בן גוריון 2	ביתן מרקט	הרצליה	לב הרצליה 	7290725900003	4110
בן גוריון 2	ביתן מרקט	הרצליה 	לב הרצליה 	7290725900003	4110
בן גוריון 21	זול ובגדול	אשקלון	אשקלון סיטי	7290000000001	21
בן גוריון 21	זול ובגדול	אשקלון 	אשקלון סיטי	7290000000001	21
בן גוריון 35	שופרסל אקספרס	כפר סבא	כ"ס- בן גוריון	7290027600007	335
בן גוריון 35	שופרסל אקספרס	כפר סבא 	כ"ס- בן גוריון	7290027600007	335
בן גוריון 47	am:pm	בת ים	בן גוריון 47	7290492000005	571
בן גוריון 47	am:pm	בת ים 	בן גוריון 47	7290492000005	571
בן גוריון 56	טיב טעם סיטי	הרצליה	דיילי הרצליה	7290873255550	52
בן גוריון 56	טיב טעם סיטי	הרצליה 	דיילי הרצליה	7290873255550	52
בן גוריון 6	גוד פארם	קרית מלאכי	קריית מלאכי - בן גוריון	7290058197699	913
בן גוריון 6	גוד פארם	קרית מלאכי 	קריית מלאכי - בן גוריון	7290058197699	913
בן גוריון 82	רמי לוי בשכונה	הרצליה	נווה אמירים	7291056200008	305
בן גוריון 82	רמי לוי בשכונה	הרצליה 	נווה אמירים	7291056200008	305
בן גוריון 84	גוד פארם	קרית מוצקין	מוצקין רבמ"ד	7290058197699	137
בן גוריון 84	גוד פארם	קרית מוצקין 	מוצקין רבמ"ד	7290058197699	137
בן גוריון 88	שירה מרקט	קרית מלאכי	קרית מלאכי	7290058160839	17
בן גוריון 88	שירה מרקט	קרית מלאכי 	קרית מלאכי	7290058160839	17
בן גוריון, ליד קניון עיר ימים	מיני סופר אלונית	נתניה	עיר ימים	7290492000005	807
בן גוריון, ליד קניון עיר ימים	מיני סופר אלונית	נתניה 	עיר ימים	7290492000005	807
בן דרור 3	היפר דודו	פתח תקווה	המושבה	7290876100000	20
בן דרור 3	היפר דודו	פתח תקווה 	המושבה	7290876100000	20
בן יהודה 1	טיב טעם סיטי	תל אביב	בן-יהודה 1	7290873255550	54
בן יהודה 130	טיב טעם סיטי	תל אביב	בן-יהודה 130	7290873255550	58
בן יהודה 174	סופר קופיקס	תל אביב	בן יהודה 174	7291056200008	335
בן יהודה 181	טיב טעם סיטי	תל אביב	בן יהודה 181	7290873255550	59
בן יהודה 195	am:pm	תל אביב	נורדאו	7290492000005	504
בן יהודה 224	סופר יודה	תל אביב	בן יהודה 224	7290000000002	10
בן יהודה 23	רמי לוי בשכונה	תל אביב	סופר ת"א בן יהודה 23	7291056200008	329
בן יהודה 30	am:pm	תל אביב	בן יהודה	7290492000005	501
בן יהודה 32	סופר יודה	תל אביב	בן יהודה 32	7290000000002	11
בן יהודה 32	סופר יודה	תל אביב	בן יהודה 32	7290000000002	213
בן יהודה 61	am:pm	תל אביב	היי מרקט	7290492000005	524
בן יהודה 75	BE	תל אביב	סניף בן יהודה	7290027600007	656
בן יהודה 79	שופרסל שלי	תל אביב	ת"א- בן יהודה	7290027600007	1
בן יהודה מול חטיבת ביניים בר-לב	yellow	כפר סבא	שרונים	7290644700005	234
בן יהודה מול חטיבת ביניים בר-לב	yellow	כפר סבא 	שרונים	7290644700005	234
בן עמי 69	קינג סטור	עכו	עכו	7290058108879	16
בן עמי 69	קינג סטור	עכו 	עכו	7290058108879	16
בן צבי 2 פינת נוימן	בית הפירות רמי לוי	בית שמש	בית שמש	7290058140886	704
בן צבי 8	ויקטורי	אשקלון	אשקלון	7290696200003	52
בן צבי 8	ויקטורי	אשקלון 	אשקלון	7290696200003	52
בן ציון ברוק 7	שפע ברכת השם קרוב לבית	ביתר עילית	בן ציון ברוק	7290058134977	2
בן ציון ברוק 7	שפע ברכת השם קרוב לבית	ביתר עילית 	בן ציון ברוק	7290058134977	2
בן ציון גליס 22	יוחננוף	פתח תקווה	סגולה פתח תקווה	7290803800003	21
בן ציון גליס 22	יוחננוף	פתח תקווה 	סגולה פתח תקווה	7290803800003	21
בן-גוריון רמת-גן	סופר פארם	רמת גן	בן-גוריון	7290172900007	96
בן-גוריון רמת-גן	סופר פארם	רמת גן 	בן-גוריון	7290172900007	96
בן-עמי 67 פינת דוד רמז	סופר פארם	עכו	עכו	7290172900007	155
בן-עמי 67 פינת דוד רמז	סופר פארם	עכו 	עכו	7290172900007	155
בני בנימין 23	שופרסל אקספרס	הרצליה	בני בנימין הרצליה	7290027600007	277
בני בנימין 23	שופרסל אקספרס	הרצליה 	בני בנימין הרצליה	7290027600007	277
בני גאון 2, א.ת. דרומי	טיב טעם	נתניה	נתניה	7290873255550	2
בני גאון 2, א.ת. דרומי	טיב טעם	נתניה 	נתניה	7290873255550	2
בני דרור	Carrefour market (קרפור מרקט)	תל מונד 	תל מונד	7290055700007	19
